pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
AU Mic b,AU Mic,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.46299910,0.064500,,,20.12000,0.06330,Mass,0.186000,,,1,,,,0.50,,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,8.8100000,4.5290000,7.8403800,2022-05-09,2021-12,2022-05-09
AU Mic c,AU Mic,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,18.85899100,0.110100,,,9.60000,0.03020,Mass,,,,0,,,,0.50,,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,8.8100000,4.5290000,7.8403800,2022-05-09,2021-12,2022-05-09
DS Tuc A b,DS Tuc A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.13826800,,5.700,0.509,,,,0.000000,,850,0,G6 V,5428.00,0.96,1.01,0.000,,,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,8.1700000,6.6760000,8.3192600,2019-07-03,2019-07,2019-07-11
GJ 1252 b,GJ 1252,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.51823310,,1.193,0.106,1.32000,0.00415,Mass,0.000000,,,0,M3,3458.00,0.39,0.38,0.100,[Fe/H],,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.3730000,12.6800000,7.9150000,11.2364000,2023-07-10,2022-09,2023-07-10
GJ 143 b,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,Mass,0.188000,,422,0,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],4.61,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000,8.0800000,5.3750000,7.6790600,2019-04-22,2019-04,2019-04-25
GJ 3090 b,GJ 3090,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.85310540,0.031650,2.130,0.190,3.34000,0.01051,Mass,0.320000,,693,0,M2 V,3556.00,0.52,0.52,-0.060,[Fe/H],4.73,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.4751000,11.4030000,7.2940000,10.5521000,2023-11-28,2022-07,2023-11-28
GJ 3473 b,GJ 3473,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.19800350,0.015890,1.264,0.113,1.86000,0.00585,Mass,0.000000,59.40,773,0,,3347.00,0.36,0.36,0.110,[Fe/H],4.81,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.3644000,13.7400000,8.8290010,12.4650000,2020-10-16,2020-10,2020-10-22
GJ 357 b,GJ 357,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.93060000,0.036000,1.200,0.107,,,,,,518,0,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],4.94,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.4418100,10.9100000,6.4750000,9.8803600,2023-08-22,2023-03,2023-08-22
GJ 367 b,GJ 367,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.32192250,0.007090,0.699,0.062,0.63300,0.00199,Mass,0.060000,579.00,1365,0,M1.0 V,3522.00,0.46,0.46,-0.010,[Fe/H],4.78,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.4126300,10.1530000,5.7800000,9.1515900,2023-08-10,2023-07,2023-08-10
GJ 3929 b,GJ 3929,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.61623500,0.025200,1.090,0.097,1.75000,0.00551,Mass,0.000000,17.30,568,0,,3384.00,0.32,0.31,-0.020,[Fe/H],4.89,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.8095000,12.6750000,7.8690000,11.5109000,2022-08-01,2022-07,2022-08-01
GJ 806 b,GJ 806,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.92632370,0.014060,1.331,0.119,1.90000,0.00598,Mass,,130.00,940,0,M1.5 V,3600.00,0.41,0.41,-0.280,[Fe/H],4.98,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.0445000,10.7900000,6.5330000,9.8246100,2023-11-28,2023-10,2023-11-28
HD 108236 b,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.79596300,0.045270,1.615,0.144,,,,0.045000,,,1,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,9.2500000,7.6370000,9.0874500,2021-01-21,2021-02,2021-01-28
HD 108236 c,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.20344900,0.062000,2.071,0.185,,,,0.034000,,,0,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,9.2500000,7.6370000,9.0874500,2021-01-21,2021-02,2021-01-28
HD 108236 d,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,14.17568500,0.107400,2.539,0.227,,,,0.055000,,,0,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,9.2500000,7.6370000,9.0874500,2021-01-21,2021-02,2021-01-28
HD 108236 e,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,19.59002500,0.136700,3.083,0.275,,,,0.058000,,,0,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978000,9.2500000,7.6370000,9.0874500,2021-01-21,2021-02,2021-01-28
HD 109833 b,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.18852600,,2.888,0.258,,,,0.180000,,,0,,5881.00,1.00,1.08,-0.070,[M/H],4.45,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,79.5561000,9.2900000,7.8200000,9.1365700,2022-12-17,2022-12,2022-12-17
HD 109833 c,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,13.90014800,,2.590,0.231,,,,0.300000,,,0,,5881.00,1.00,1.08,-0.070,[M/H],4.45,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205,79.5561000,9.2900000,7.8200000,9.1365700,2022-12-17,2022-12,2022-12-17
HD 110082 b,HD 110082,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.18271000,0.113000,3.200,0.285,,,,0.200000,,,0,F8 V,6200.00,1.19,1.21,0.080,[Fe/H],4.20,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,105.0960000,9.2300000,8.0020000,9.1152300,2021-02-25,2021-04,2021-03-04
HD 110113 b,HD 110113,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.54100000,0.035000,2.050,0.183,4.55000,0.01432,Mass,0.093000,735.49,1371,0,G,5732.00,0.97,1.00,0.140,[Fe/H],4.46,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.3070000,10.0900000,8.5020000,9.9103600,2021-02-05,2021-04,2021-02-11
HD 1397 b,HD 1397,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.53533000,0.109700,11.500,1.026,131.89945,0.41500,Mass,0.251000,356.00,1228,0,,5521.00,2.34,1.32,0.290,[Fe/H],3.82,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702000,7.7900000,5.9880000,7.5933600,2019-07-19,2019-03,2019-07-25
HD 152843 b,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.62640000,0.105300,3.410,0.304,11.56000,0.03637,Mass,0.140000,255.70,,0,G0,6310.00,1.43,1.15,-0.160,[Fe/H],4.19,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,8.8550000,7.6290000,8.7641200,2021-06-11,2021-05,2021-06-11
HD 152843 c,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,24.38000000,,5.830,0.520,27.50000,0.08652,Mass,0.115000,,,0,G0,6310.00,1.43,1.15,-0.160,[Fe/H],4.19,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,8.8550000,7.6290000,8.7641200,2021-06-11,2021-05,2021-06-11
HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.75615000,0.052200,1.640,0.146,7.51000,0.02363,Mass,0.090000,,1001,0,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],4.53,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,9.1000000,7.0440000,8.8559800,2019-05-14,2019-05,2019-05-16
HD 15337 c,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,17.17840000,0.126800,2.390,0.213,8.11000,0.02552,Mass,0.050000,,642,0,K1 V,5125.00,0.86,0.90,0.150,[Fe/H],4.53,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,9.1000000,7.0440000,8.8559800,2019-05-14,2019-05,2019-05-16
HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.92470900,0.090000,2.240,0.200,,,,0.110000,33.14,668,0,K V,4757.00,0.76,0.79,0.020,[Fe/H],4.49,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.5621000,9.7800000,7.4590000,9.4772800,2023-06-27,2023-08,2023-06-27
HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,21.58329800,0.141000,2.930,0.261,,,,0.040000,13.37,532,0,K V,4757.00,0.76,0.79,0.020,[Fe/H],4.49,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.5621000,9.7800000,7.4590000,9.4772800,2023-06-27,2023-08,2023-06-27
HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,17.47127800,0.133400,3.550,0.317,19.70000,0.06198,Mass,0.280000,58.10,769,0,,5788.00,0.98,1.03,-0.023,[Fe/H],4.50,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651000,8.6700000,7.1500000,8.5154900,2021-03-01,2021-03,2021-03-04
HD 18599 b,HD 18599,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.13743540,0.048000,2.600,0.232,24.10000,0.07583,Mass,0.340000,,,0,K2 V,5145.00,0.77,0.86,0.000,[Fe/H],4.54,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653000,8.9900000,6.8830000,8.7311700,2022-11-07,2022-10,2022-11-07
HD 191939 b,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.88032560,0.080400,3.410,0.304,10.00000,0.03146,Mass,0.031000,100.00,880,0,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600,2022-11-14,2022-11,2022-11-14
HD 191939 c,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,28.57974300,0.175200,3.195,0.285,8.00000,0.02517,Mass,0.034000,21.00,600,0,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600,2022-11-14,2022-11,2022-11-14
HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,38.35303700,0.213200,2.995,0.267,2.80000,0.00881,Mass,0.031000,14.30,540,0,G9 V,5348.00,0.94,0.81,-0.150,[Fe/H],4.30,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,8.9700000,7.1800000,8.7747600,2022-11-14,2022-11,2022-11-14
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.30895800,0.052080,17.318,1.545,323.23311,1.01700,Mass,0.038000,3440.00,2132,0,,6272.00,2.59,1.72,0.300,[Fe/H],3.85,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.4980000,8.3240000,6.9590000,8.2268800,2019-01-28,2019-02,2019-01-31
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.92611800,0.018000,1.720,0.153,7.42000,0.02335,Mass,0.000000,3474.00,2141,0,,5596.00,1.13,0.90,-0.070,[Fe/H],4.40,03h16m42.75s,49.1781240,+15d39m22.88s,15.6563542,63.6796000,8.7600000,7.1160000,8.5908900,2022-11-29,2022-11,2022-11-29
HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.44100800,0.062900,2.250,0.201,6.10000,0.01919,Mass,0.231000,72.90,743,0,K2.5 V,4819.00,0.77,0.80,0.095,[Fe/H],4.51,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.6060000,8.2300000,5.9670000,7.9725500,2023-05-26,2023-05,2023-05-26
HD 207897 b,HD 207897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,16.20215900,0.116300,2.501,0.223,14.40000,0.04531,Mass,0.047000,26.50,632,0,K0 V,5070.00,0.78,0.80,-0.042,[Fe/H],4.56,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938000,8.3700000,6.3120000,8.1303700,2021-11-18,2022-02,2021-11-18
HD 213885 b,HD 213885,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.00803500,0.020120,1.745,0.156,8.83000,0.02778,Mass,0.000000,,2128,0,G,5978.00,1.10,1.07,-0.040,[Fe/H],4.38,22h35m56.09s,338.9837166,-59d51m53.38s,-59.8648290,48.0883000,7.9500000,6.4190000,7.8017300,2019-12-02,2020-01,2019-12-05
HD 21749 c,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.78993000,0.069500,0.892,0.080,3.70000,0.01164,Mass,,,701,0,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],4.61,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000,8.0800000,5.3750000,7.6790600,2019-04-22,2019-04,2019-04-25
HD 219666 b,HD 219666,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.04345000,0.104000,4.240,0.378,,,,,,838,0,G5 V,5527.00,1.03,0.92,0.040,[Fe/H],4.40,23h18m14.22s,349.5592665,-56d54m14.35s,-56.9039857,94.1719000,9.8090000,8.1580000,9.6495600,2023-08-22,2023-03,2023-08-22
HD 221416 b,HD 221416,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,14.27670000,0.122800,9.170,0.836,60.50000,0.19000,Mass,0.115000,,,0,,5080.00,2.94,1.21,-0.080,[Fe/H],3.58,23h32m07.96s,353.0331863,-21d48m04.32s,-21.8012007,95.5483000,8.1500000,6.0430000,7.9077600,2019-04-16,2019-06,2019-04-18
HD 22946 d,HD 22946,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,47.42489000,0.295800,2.607,0.233,26.57000,0.08360,Mass,,18.56,546,0,,6169.00,1.12,1.10,-0.080,[Fe/H],4.47,03h39m16.69s,54.8195380,-42d45m46.90s,-42.7630276,62.7792000,8.2700010,6.9810000,8.1281000,2023-07-10,2023-06,2023-07-10
HD 23472 b,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,17.66708700,0.116200,2.000,0.178,8.32000,0.02618,Mass,0.072000,16.00,543,0,K4 V,4684.00,0.71,0.67,-0.200,[Fe/H],4.53,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,9.7300000,7.2070000,9.3847600,2022-10-03,2022-09,2022-10-03
HD 23472 c,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,29.79749000,0.164600,1.870,0.167,3.41000,0.01073,Mass,0.063000,7.96,467,0,K4 V,4684.00,0.71,0.67,-0.200,[Fe/H],4.53,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,9.7300000,7.2070000,9.3847600,2022-10-03,2022-09,2022-10-03
HD 23472 d,HD 23472,1,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.97664000,0.042980,0.750,0.067,0.55000,0.00173,Mass,0.070000,117.00,909,0,K4 V,4684.00,0.71,0.67,-0.200,[Fe/H],4.53,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,9.7300000,7.2070000,9.3847600,2022-10-03,2022-09,2022-10-03
HD 23472 e,HD 23472,1,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.90754000,0.068000,0.818,0.073,0.72000,0.00227,Mass,0.070000,46.70,723,0,K4 V,4684.00,0.71,0.67,-0.200,[Fe/H],4.53,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,9.7300000,7.2070000,9.3847600,2022-10-03,2022-09,2022-10-03
HD 23472 f,HD 23472,1,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,12.16218390,0.090600,1.137,0.101,0.77000,0.00242,Mass,0.070000,26.30,630,0,K4 V,4684.00,0.71,0.67,-0.200,[Fe/H],4.53,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,9.7300000,7.2070000,9.3847600,2022-10-03,2022-09,2022-10-03
HD 235088 b,HD 235088,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.43413930,0.072000,2.045,0.182,,,,,70.00,805,0,K2 V,5037.00,0.79,0.84,-0.010,[Fe/H],4.63,20h02m27.71s,300.6154535,+53d22m38.79s,53.3774418,41.1706000,9.1900000,7.0840000,8.9427100,2023-07-21,2023-07,2023-07-21
HD 260655 b,HD 260655,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.76953000,0.029330,1.240,0.111,2.14000,0.00673,Mass,0.039000,42.20,709,0,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],5.20,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,9.6300000,5.8620000,8.8760410,2022-06-27,2022-04,2022-06-27
HD 260655 c,HD 260655,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.70588000,0.047490,1.533,0.137,3.09000,0.00972,Mass,0.038000,16.10,557,0,M0 V,3803.00,0.44,0.44,-0.430,[Fe/H],5.20,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,9.6300000,5.8620000,8.8760410,2022-06-27,2022-04,2022-06-27
HD 2685 b,HD 2685,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.12688000,0.056800,16.141,1.440,371.86110,1.17000,Mass,0.091000,,2061,0,,6801.00,1.56,1.43,0.020,[Fe/H],4.21,00h29m18.94s,7.3289156,-76d18m14.52s,-76.3040320,196.8520000,9.5950000,8.5950000,9.5202500,2019-10-18,2019-05,2019-10-24
HD 28109 b,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,22.89104000,0.135700,2.199,0.196,18.49600,0.05819,Mass,0.330700,,881,0,F8/G0 V,6120.00,1.45,1.26,0.000,[Fe/H],4.13,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,9.4200000,8.1750000,9.2997600,2022-06-08,2022-05,2022-06-08
HD 28109 c,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,56.00819000,0.308000,4.230,0.377,7.94300,0.02499,Mass,0.120300,,585,1,F8/G0 V,6120.00,1.45,1.26,0.000,[Fe/H],4.13,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,9.4200000,8.1750000,9.2997600,2022-06-08,2022-05,2022-06-08
HD 28109 d,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,84.25999000,0.411000,3.250,0.290,5.68100,0.01787,Mass,0.086400,,506,1,F8/G0 V,6120.00,1.45,1.26,0.000,[Fe/H],4.13,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,9.4200000,8.1750000,9.2997600,2022-06-08,2022-05,2022-06-08
HD 332231 b,HD 332231,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,18.71204000,0.143600,9.718,0.867,77.55052,0.24400,Mass,0.032000,98.09,876,0,F8,6089.00,1.28,1.13,0.036,[Fe/H],4.28,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,80.6665000,8.5580000,7.2420000,8.4183900,2020-05-15,2020-05,2020-05-21
HD 5278 b,HD 5278,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,14.33915600,0.120200,2.450,0.219,7.80000,0.02454,Mass,0.080000,132.00,943,0,F V,6203.00,1.19,1.13,-0.120,[Fe/H],4.50,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.5846000,7.9400000,6.6050000,7.8037500,2021-04-23,2021-04,2021-04-23
HD 56414 b,HD 56414,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,29.04992000,0.229000,3.710,0.331,,,,0.680000,,1133,0,,8500.00,1.75,1.89,0.000,[Fe/H],,07h11m22.48s,107.8436846,-68d50m00.03s,-68.8333403,272.2170000,9.2170000,8.8230000,9.2047500,2022-09-14,2022-08,2022-09-14
HD 63433 b,HD 63433,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.10793790,0.071400,2.112,0.188,,,,0.240000,,,0,G5 V,5688.00,0.91,0.99,0.030,[Fe/H],4.52,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035000,6.9203500,5.2580000,6.7183100,2024-01-05,2024-02,2024-01-05
HD 63433 c,HD 63433,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,20.54379100,0.144800,2.521,0.225,,,,0.210000,,,0,G5 V,5688.00,0.91,0.99,0.030,[Fe/H],4.52,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035000,6.9203500,5.2580000,6.7183100,2024-01-05,2024-02,2024-01-05
HD 63433 d,HD 63433,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.20907500,0.050300,1.073,0.096,,,,0.160000,,1040,0,G5 V,5688.00,0.91,0.99,0.030,[Fe/H],4.52,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.4035000,6.9203500,5.2580000,6.7183100,2024-01-05,2024-02,2024-01-05
HD 63935 b,HD 63935,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.05881100,,2.990,0.267,10.80000,0.03398,Mass,0.000000,115.60,911,0,,5534.00,0.96,0.93,0.070,[Fe/H],4.38,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739000,8.5800000,6.8810000,8.3935300,2021-10-19,2021-11,2021-10-19
HD 73583 b,HD 73583,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.39804200,0.060400,2.790,0.249,10.20000,0.03209,Mass,0.090000,43.30,714,0,K4 V,4511.00,0.65,0.73,0.000,[Fe/H],4.62,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,31.5666000,9.6700000,6.9480000,9.2703300,2022-03-16,2021-10,2022-03-16
HD 73583 c,HD 73583,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,18.87974000,0.124200,2.390,0.213,9.70000,0.03052,Mass,0.080000,10.20,498,0,K4 V,4511.00,0.65,0.73,0.000,[Fe/H],4.62,08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,31.5666000,9.6700000,6.9480000,9.2703300,2022-03-16,2021-10,2022-03-16
HD 77946 b,HD 77946,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.52728200,0.072000,2.705,0.241,8.38000,0.02637,Mass,0.233000,,,0,F5,6046.00,1.31,1.17,0.180,[M/H],4.30,09h07m06.63s,136.7776440,+46d40m20.73s,46.6724251,99.4510000,8.9900000,7.6220000,8.8518400,2024-03-25,2024-03,2024-03-25
HD 86226 c,HD 86226,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.98442000,0.049000,2.160,0.193,7.25000,0.02281,Mass,0.075000,,1311,0,G1 V,5863.00,1.05,1.02,0.018,[Fe/H],4.40,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.6830000,7.9300000,6.4630000,7.7713000,2020-08-06,2020-08,2020-08-13
HD 93963 A b,HD 93963 A,1,2,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.03913530,0.020850,1.350,0.120,7.80000,0.02454,Mass,,2898.00,2042,0,G0 V,5987.00,1.04,1.11,0.100,[Fe/H],4.49,10h51m06.41s,162.7766969,+25d38m27.83s,25.6410650,82.3432000,9.1820000,7.7760000,9.0337600,2022-08-01,2022-07,2022-08-01
HD 93963 A c,HD 93963 A,1,2,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.64513980,0.048130,3.228,0.288,19.20000,0.06041,Mass,,543.80,1344,0,G0 V,5987.00,1.04,1.11,0.100,[Fe/H],4.49,10h51m06.41s,162.7766969,+25d38m27.83s,25.6410650,82.3432000,9.1820000,7.7760000,9.0337600,2022-08-01,2022-07,2022-08-01
HIP 113103 b,HIP 113103,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.61030300,0.068990,1.829,0.163,,,,0.170000,,721,0,,4930.00,0.74,0.76,-0.100,[m/H],4.60,22h54m17.37s,343.5723794,-43d00m36.82s,-43.0102291,46.2122000,9.9500000,7.5570000,9.6175200,2023-09-19,2023-09,2023-09-19
