pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-2587 A b,TOI-2587 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.45664000,0.063500,12.072,1.077,69.28659,0.21800,Mass,0.000000,728.00,1445,0,,5760.00,1.73,1.15,0.130,[Fe/H],4.02,07h43m43.61s,115.9317105,-01d04m24.00s,-1.0733330,373.6750000,11.5440000,9.9910000,11.4079000,2023-02-27,2023-03,2023-02-27
TOI-2589 b,TOI-2589,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,61.62770000,0.300000,12.106,1.080,1112.39942,3.50000,Mass,0.522000,,592,0,,5579.00,1.07,0.93,0.120,[Fe/H],4.35,07h09m57.16s,107.4881501,-37d13m51.41s,-37.2309480,200.2730000,11.4150000,9.6320000,11.1958000,2023-04-10,2023-04,2023-04-10
TOI-262 b,TOI-262,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.14529000,0.163000,2.070,0.185,,,,,,584,0,K0 V,5310.00,0.85,0.91,0.260,[Fe/H],4.54,02h10m08.32s,32.5346870,-31d04m14.26s,-31.0706272,43.9320000,8.9100000,6.9670000,8.6685900,2023-08-22,2023-03,2023-08-22
TOI-2641 b,TOI-2641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.88097400,0.060700,18.103,1.615,122.68177,0.38600,Mass,0.180000,602.00,1387,0,F9 V,6100.00,1.34,1.16,-0.150,[Fe/H],4.20,11h24m31.29s,171.1303716,-42d43m55.70s,-42.7321394,344.0450000,11.6930000,10.3250000,11.5712000,2023-07-25,2023-07,2023-07-25
TOI-2669 b,TOI-2669,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.20340000,,19.728,1.760,193.87533,0.61000,Mass,0.090000,,,0,,4800.00,4.10,1.19,0.100,[Fe/H],3.29,08h58m53.43s,134.7226445,-13d18m45.29s,-13.3125792,393.4430000,10.9160000,8.4920000,10.6019000,2022-03-16,2022-03,2022-03-16
TOI-269 b,TOI-269,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.69771040,0.034500,2.770,0.247,8.80000,0.02769,Mass,0.425000,19.00,531,0,M2 V,3514.00,0.40,0.39,-0.290,[Fe/H],4.83,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.0225000,14.3700000,10.1000000,13.4258000,2021-05-17,2021-06,2021-05-17
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.36015380,0.031970,1.206,0.108,1.58000,0.00497,Mass,0.034000,,581,0,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,12.6030000,8.2510000,11.6306000,2021-08-03,2021-10,2021-08-03
TOI-270 c,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.66057310,0.045260,2.355,0.210,6.15000,0.01935,Mass,0.027000,,488,0,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,12.6030000,8.2510000,11.6306000,2021-08-03,2021-10,2021-08-03
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.37957300,0.072100,2.133,0.190,4.78000,0.01504,Mass,0.032000,,387,0,M,3506.00,0.38,0.39,-0.200,[Fe/H],4.87,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,12.6030000,8.2510000,11.6306000,2021-08-03,2021-10,2021-08-03
TOI-277 b,TOI-277,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.99400000,0.026900,2.650,0.236,,,,,,,0,,4031.00,0.36,0.16,-0.010,[Fe/H],4.58,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.6692000,13.6320000,9.5570000,12.7896000,2022-11-29,2022-11,2022-11-29
TOI-2796 b,TOI-2796,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.80849830,0.056900,17.262,1.540,139.84450,0.44000,Mass,0.000000,352.00,1205,0,,5764.00,1.07,1.06,0.239,[Fe/H],4.40,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,350.3430000,12.4750000,10.9360000,12.3642000,2023-02-27,2023-03,2023-02-27
TOI-2803 A b,TOI-2803 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.96229325,0.031850,18.114,1.616,309.88270,0.97500,Mass,0.000000,2150.00,1893,0,,6280.00,1.25,1.12,-0.105,[Fe/H],4.30,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,494.8180000,12.5370000,11.2820000,12.4272000,2023-02-27,2023-03,2023-02-27
TOI-2818 b,TOI-2818,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.03970900,0.049300,15.278,1.363,225.65817,0.71000,Mass,0.000000,598.00,1376,0,,5721.00,1.23,0.98,-0.020,[Fe/H],4.25,07h56m14.36s,119.0598183,-35d07m00.16s,-35.1167104,312.6740000,11.9370000,10.4030000,11.8367000,2023-02-27,2023-03,2023-02-27
TOI-2842 b,TOI-2842,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.55140580,0.047500,12.845,1.146,117.59651,0.37000,Mass,0.000000,781.80,1471,0,,5910.00,1.26,1.14,0.233,[Fe/H],4.29,07h12m10.61s,108.0442066,-10d38m21.62s,-10.6393400,460.9950000,12.5900000,11.0620000,12.4636000,2023-02-27,2023-03,2023-02-27
TOI-2977 b,TOI-2977,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.35056140,0.033860,13.159,1.174,533.95172,1.68000,Mass,0.000000,947.80,1544,0,,5691.00,1.07,0.94,0.013,[Fe/H],4.35,09h35m42.36s,143.9265177,-60d21m26.91s,-60.3574758,,12.6334000,10.6660000,12.4443000,2023-02-27,2023-03,2023-02-27
TOI-3023 b,TOI-3023,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.90149710,0.050500,16.432,1.466,197.05361,0.62000,Mass,0.000000,1084.00,1596,0,,5760.00,1.67,1.12,0.085,[Fe/H],4.05,11h01m15.80s,165.3158231,-72d21m24.14s,-72.3567044,389.9160000,12.2520000,10.2430000,12.0336000,2023-02-27,2023-03,2023-02-27
TOI-3082 b,TOI-3082,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.92690700,,3.662,0.327,,,,,,1033,0,,4263.00,0.68,0.66,0.170,[m/H],4.62,13h03m37.94s,195.9080719,-19d13m08.34s,-19.2189845,113.0480000,12.9340000,9.8810000,12.5313000,2023-05-26,2023-01,2023-05-26
TOI-3235 b,TOI-3235,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.59261842,0.027090,11.400,1.017,211.35589,0.66500,Mass,0.029000,,604,0,M V,3388.80,0.37,0.39,0.264,[Fe/H],4.90,13h49m53.72s,207.4738488,-46d03m59.45s,-46.0665139,72.8110000,15.1600000,10.8190000,14.4858000,2023-02-25,2023-02,2023-02-25
TOI-332 b,TOI-332,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.77703800,0.015900,3.200,0.285,57.20000,0.17997,Mass,0.000000,,1871,0,K0 V,5251.00,0.87,0.88,0.256,[Fe/H],4.46,23h12m14.15s,348.0589516,-44d52m35.35s,-44.8764852,222.8520000,12.3490000,10.3150000,12.0630000,2023-09-05,2023-08,2023-09-05
TOI-3331 A b,TOI-3331 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.01802310,0.031440,12.980,1.158,721.47048,2.27000,Mass,0.000000,818.50,1488,0,,5609.00,0.95,1.02,0.148,[Fe/H],4.49,18h05m17.80s,271.3241672,-34d06m25.82s,-34.1071710,217.1930000,11.6350000,9.9140000,11.8314000,2022-08-29,2022-08,2022-08-29
TOI-3362 b,TOI-3362,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,18.09547000,0.153000,12.801,1.142,1598.35906,5.02900,Mass,0.815000,,,0,,6532.00,1.83,1.45,0.017,[M/H],4.07,10h23m56.19s,155.9841428,-56d50m35.22s,-56.8431169,366.9870000,10.8600000,9.6930000,10.7051000,2021-10-19,2021-10,2021-10-19
TOI-3364 b,TOI-3364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.87689180,0.067500,12.229,1.091,530.77344,1.67000,Mass,0.000000,425.00,1264,0,,5706.00,1.42,1.19,0.387,[Fe/H],4.21,09h38m09.07s,144.5377709,-49d20m06.80s,-49.3352226,277.8990000,11.8750000,9.7830000,11.2945000,2023-02-27,2023-03,2023-02-27
TOI-3540 A b,TOI-3540 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.11999900,0.042890,23.539,2.100,375.03752,1.18000,Mass,0.000000,841.30,1498,0,,5810.00,1.23,1.08,0.176,[Fe/H],4.29,21h55m38.73s,328.9113712,+28d10m46.20s,28.1794996,,11.5140000,9.7840000,11.4036000,2022-08-29,2022-08,2022-08-29
TOI-3629 b,TOI-3629,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.93655100,0.043000,8.295,0.740,82.63539,0.26000,Mass,0.050000,39.00,690,0,M1,3870.00,0.60,0.63,0.400,[Fe/H],4.67,23h59m10.41s,359.7933851,+39d18m51.32s,39.3142556,130.0910000,14.6390000,10.5530000,13.8375000,2022-06-27,2022-01,2022-06-27
TOI-3688 A b,TOI-3688 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.24607500,0.045600,13.081,1.167,311.47184,0.98000,Mass,0.000000,924.30,1534,0,,5950.00,1.30,1.20,0.262,[Fe/H],4.29,02h37m07.76s,39.2823371,+54d51m04.37s,54.8512152,396.3780000,12.2410000,10.7320000,12.3686000,2023-02-27,2023-03,2023-02-27
TOI-3693 b,TOI-3693,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.08851600,0.081300,12.599,1.124,324.18498,1.02000,Mass,0.000000,68.60,801,0,,5321.00,0.79,0.87,0.071,[Fe/H],4.58,01h02m37.05s,15.6543938,+51d18m14.01s,51.3038918,176.4360000,11.9480000,10.1510000,11.9579000,2022-08-29,2022-08,2022-08-29
TOI-3714 b,TOI-3714,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.15484900,0.027000,11.321,1.010,222.47988,0.70000,Mass,0.030000,54.00,750,0,M2,3660.00,0.51,0.53,0.100,[Fe/H],4.75,04h38m12.56s,69.5523415,+39d27m28.81s,39.4580035,112.7100000,15.7000000,10.8520000,14.3107000,2022-06-27,2022-01,2022-06-27
TOI-3757 b,TOI-3757,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.43875300,0.038450,12.000,1.071,85.30000,0.26838,Mass,0.140000,55.40,759,0,M0 V,3913.00,0.62,0.64,0.000,[Fe/H],4.68,06h04m00.87s,91.0036423,+55d01m11.93s,55.0199793,181.1390000,14.8120000,11.1520000,14.1321000,2022-08-22,2022-09,2022-08-22
TOI-3785 b,TOI-3785,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.67473730,0.043000,5.140,0.459,14.95000,0.04704,Mass,0.110000,19.10,582,0,M2 V,3576.00,0.50,0.52,0.099,[Fe/H],4.75,08h43m36.05s,130.9002258,+63d04m41.08s,63.0780768,79.7634000,14.5950000,10.1650000,13.6559000,2023-07-21,2023-08,2023-07-21
TOI-3807 b,TOI-3807,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.89897270,0.042100,18.495,1.650,330.54154,1.04000,Mass,0.000000,1230.00,1646,0,,5772.00,1.47,1.18,0.278,[Fe/H],4.17,09h16m27.02s,139.1125648,+69d04m26.86s,69.0741284,421.7450000,11.8560000,10.6170000,12.0338000,2023-02-27,2023-03,2023-02-27
TOI-3819 b,TOI-3819,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.24431410,0.046110,13.137,1.172,352.78953,1.11000,Mass,0.000000,1186.00,1633,0,,5859.00,1.54,1.24,0.273,[Fe/H],4.16,08h07m27.18s,121.8632568,+29d23m19.12s,29.3886446,558.1410000,12.5420000,11.0770000,12.4130000,2023-02-27,2023-03,2023-02-27
TOI-3884 b,TOI-3884,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.54456970,0.035400,6.000,0.535,16.50000,0.05191,Mass,0.320000,7.42,463,0,M4,3269.00,0.30,0.28,0.230,[Fe/H],4.92,12h06m17.24s,181.5718341,+12d30m25.29s,12.5070258,43.1448000,15.7440000,10.2400000,14.2747000,2022-10-31,2022-10,2022-10-31
TOI-3912 b,TOI-3912,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.49362640,0.046300,14.280,1.274,129.03833,0.40600,Mass,0.000000,872.20,1512,0,,5725.00,1.39,1.09,0.187,[Fe/H],4.19,14h23m12.36s,215.8014956,+24d04m35.63s,24.0765639,465.9920000,12.5070000,10.9220000,12.3073000,2023-02-27,2023-03,2023-02-27
TOI-3976 A b,TOI-3976 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.60766200,0.074300,12.274,1.095,55.61997,0.17500,Mass,0.000000,469.00,1295,0,,5975.00,1.50,1.25,0.182,[Fe/H],4.18,14h57m25.44s,224.3560083,+44d16m27.56s,44.2743223,516.0870000,12.4030000,11.0480000,12.2192000,2023-02-27,2023-03,2023-02-27
TOI-3984 A b,TOI-3984 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.35332600,0.041000,7.900,0.710,44.00000,0.14000,Mass,0.230000,16.70,563,0,M4+/-0.5,3476.00,0.47,0.49,0.180,[Fe/H],4.81,15h05m20.92s,226.3371468,+36d47m13.11s,36.7869747,108.8830000,15.6940000,11.0520000,14.6718000,2023-07-21,2023-07,2023-07-21
TOI-4010 b,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.34833500,0.022900,3.020,0.269,11.00000,0.03461,Mass,0.030000,714.00,1441,0,K V,4960.00,0.83,0.88,0.370,[Fe/H],4.54,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.5040000,12.2910000,10.1570000,12.1216000,2023-06-27,2023-07,2023-06-27
TOI-4010 c,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.41465400,0.058000,5.930,0.529,20.31000,0.06390,Mass,0.030000,112.00,907,0,K V,4960.00,0.83,0.88,0.370,[Fe/H],4.54,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.5040000,12.2910000,10.1570000,12.1216000,2023-06-27,2023-07,2023-06-27
TOI-4010 d,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,14.70886000,0.113000,6.180,0.551,38.15000,0.12003,Mass,0.070000,30.00,650,0,K V,4960.00,0.83,0.88,0.370,[Fe/H],4.54,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.5040000,12.2910000,10.1570000,12.1216000,2023-06-27,2023-07,2023-06-27
TOI-4087 b,TOI-4087,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.17748350,0.044690,13.047,1.164,232.01474,0.73000,Mass,0.000000,753.90,1458,0,,6060.00,1.11,1.18,0.237,[Fe/H],4.42,14h31m42.19s,217.9257785,+83d22m21.74s,83.3727061,301.6760000,12.1070000,10.4360000,11.7064000,2023-02-27,2023-03,2023-02-27
TOI-411 b,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.04029500,0.057270,1.362,0.122,13.71000,0.04314,Mass,,495.14,1241,0,,6169.00,1.12,1.10,-0.080,[Fe/H],4.47,03h39m16.69s,54.8195380,-42d45m46.90s,-42.7630276,62.7792000,8.2700010,6.9810000,8.1281000,2023-07-10,2023-06,2023-07-10
TOI-411 c,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.57308300,0.101700,2.328,0.208,9.72000,0.03058,Mass,,156.75,931,0,,6169.00,1.12,1.10,-0.080,[Fe/H],4.47,03h39m16.69s,54.8195380,-42d45m46.90s,-42.7630276,62.7792000,8.2700010,6.9810000,8.1281000,2023-07-10,2023-06,2023-07-10
TOI-4127 b,TOI-4127,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,56.39879000,0.308100,12.285,1.096,731.00534,2.30000,Mass,0.747100,22.30,605,0,F V,6096.00,1.29,1.23,0.140,[Fe/H],4.26,07h01m37.09s,105.4045516,+72d24m53.75s,72.4149297,319.6320000,11.4410000,10.2450000,11.4122000,2023-06-12,2023-06,2023-06-12
TOI-4137 b,TOI-4137,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.80161220,0.052220,13.574,1.211,457.67291,1.44000,Mass,0.000000,1013.00,1570,0,,6202.00,1.44,1.31,0.182,[Fe/H],4.24,05h10m27.09s,77.6128790,+70d23m27.88s,70.3910790,334.9930000,11.3100000,10.0040000,11.2468000,2022-08-29,2022-08,2022-08-29
TOI-4145 A b,TOI-4145 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.06644280,0.048230,13.305,1.187,136.66622,0.43000,Mass,0.000000,223.00,1074,0,,5281.00,0.86,0.91,0.168,[Fe/H],4.53,02h37m43.14s,39.4297435,+80d16m02.58s,80.2673838,205.3870000,12.0840000,10.2860000,12.0572000,2023-02-27,2023-03,2023-02-27
TOI-4184 b,TOI-4184,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.90198040,0.033600,2.430,0.217,,,,,4.80,412,0,M5.5+/-0.5,3238.00,0.23,0.21,-0.270,[Fe/H],5.01,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.3649000,17.1200000,11.8670000,15.5939000,2023-07-25,2023-06,2023-07-25
TOI-4201 b,TOI-4201,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.58191940,0.040000,13.675,1.220,788.21445,2.48000,Mass,0.041000,45.20,725,0,M1.0+/-0.5,3794.00,0.63,0.61,0.520,[Fe/H],4.64,06h01m53.93s,90.4747237,-13d27m40.94s,-13.4613710,189.0110000,15.1630000,11.3680000,14.5001000,2023-09-19,2023-07,2023-09-19
TOI-421 b,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.19672000,0.056000,2.680,0.239,7.17000,0.02256,Mass,0.163000,154.57,981,0,G9 V,5325.00,0.87,0.85,-0.020,[Fe/H],4.49,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,9.9310000,8.0710000,9.7777600,2020-10-01,2020-09,2020-10-08
TOI-421 c,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,16.06819000,0.118900,5.090,0.454,16.42000,0.05166,Mass,0.152000,34.32,674,0,G9 V,5325.00,0.87,0.85,-0.020,[Fe/H],4.49,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,9.9310000,8.0710000,9.7777600,2020-10-01,2020-09,2020-10-08
TOI-4308 b,TOI-4308,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.15120100,,2.419,0.216,,,,,,763,0,,5243.00,0.79,0.90,,,4.59,21h51m00.74s,327.7530693,-43d33m44.51s,-43.5623642,108.9320000,11.2510000,9.1390000,10.8645000,2023-05-26,2023-01,2023-05-26
TOI-431 b,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.49004700,0.011300,1.280,0.114,3.07000,0.00966,Mass,0.000000,,1862,1,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,9.1200000,6.7230000,8.7917100,2021-08-16,2021-10,2021-08-16
TOI-431 c,TOI-431,1,1,3,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.84940000,0.052000,,,2.83000,0.00890,Msini,0.000000,,867,0,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,9.1200000,6.7230000,8.7917100,2021-08-16,2021-10,2021-08-16
TOI-431 d,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,12.46103000,0.098000,3.290,0.294,9.90000,0.03115,Mass,0.000000,,633,0,,4850.00,0.73,0.78,0.200,[Fe/H],4.60,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,9.1200000,6.7230000,8.7917100,2021-08-16,2021-10,2021-08-16
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.92230000,,16.813,1.500,143.02278,0.45000,Mass,0.068000,,,0,,6000.00,2.31,1.54,0.290,[Fe/H],3.90,21h58m15.34s,329.5639152,+71d07m53.78s,71.1316048,717.1280000,12.7240000,10.6300000,12.4747000,2022-03-16,2022-03,2022-03-16
TOI-4342 b,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,5.53824980,0.052510,2.266,0.202,,,,,26.90,634,0,M0 V,3901.00,0.60,0.63,,,4.69,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,12.6690000,9.0180000,11.9822000,2023-02-07,2023-01,2023-02-07
TOI-4342 c,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.68871600,0.081400,2.415,0.215,,,,,11.18,509,0,M0 V,3901.00,0.60,0.63,,,4.69,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,12.6690000,9.0180000,11.9822000,2023-02-07,2023-01,2023-02-07
TOI-4377 b,TOI-4377,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.37808100,0.057900,15.110,1.348,304.16179,0.95700,Mass,0.045000,,,0,,4974.00,3.52,1.36,0.205,[Fe/H],3.39,10h59m43.79s,164.9324709,-82d13m16.86s,-82.2213501,455.8200000,11.7070000,9.1480000,11.4565000,2023-11-28,2023-11,2023-11-28
TOI-4406 b,TOI-4406,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,30.08364000,0.201000,11.209,1.000,95.34852,0.30000,Mass,0.150000,,904,0,,6219.00,1.29,1.19,0.100,[Fe/H],4.29,01h12m11.64s,18.0485164,-56d55m31.40s,-56.9253875,261.8340000,10.9370000,9.7300000,10.9545000,2023-04-10,2023-04,2023-04-10
TOI-4438 b,TOI-4438,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.44628000,0.053400,2.520,0.225,5.40000,0.01699,Mass,0.140000,6.00,435,0,M3.5 V,3422.00,0.37,0.37,-0.190,[Fe/H],4.68,18h01m16.14s,270.3172389,+35d35m41.64s,35.5948992,30.0346000,13.6900000,8.8690000,12.5196000,2024-03-25,2024-03,2024-03-25
TOI-444 b,TOI-444,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,17.96360000,0.133000,2.770,0.247,,,,,,609,0,K1/2 V,5225.00,0.78,0.96,0.080,[Fe/H],4.64,04h16m44.16s,64.1839982,-26d45m59.07s,-26.7664071,57.3973000,9.8600000,7.8320000,9.6063000,2023-08-22,2023-03,2023-08-22
TOI-4463 A b,TOI-4463 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,2.88071980,0.040360,13.260,1.183,252.35576,0.79400,Mass,0.000000,633.00,1395,0,,5640.00,1.06,1.06,0.250,[Fe/H],4.41,18h37m25.95s,279.3581286,+18d43m47.83s,18.7299522,173.1170000,11.0360000,9.4020000,10.9505000,2023-02-27,2023-03,2023-02-27
TOI-4479 b,TOI-4479,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.15890000,0.016400,2.820,0.252,,,,,92.50,861,0,M3.0,3400.00,0.45,0.45,0.000,[Fe/H],4.50,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.6532000,15.1800000,10.6470000,14.1309000,2022-06-27,2022-06,2022-06-27
TOI-451 b,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.85870300,0.028300,1.910,0.170,,,,0.000000,,1491,0,,5550.00,0.88,0.95,,,,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,10.9390000,9.1900000,10.7498000,2021-01-21,2021-02,2021-01-28
TOI-451 c,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.19252200,0.082300,3.100,0.277,,,,0.000000,,875,0,,5550.00,0.88,0.95,,,,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,10.9390000,9.1900000,10.7498000,2021-01-21,2021-02,2021-01-28
TOI-451 d,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,16.36498800,0.120800,4.070,0.363,,,,0.000000,,722,0,,5550.00,0.88,0.95,,,,04h11m51.93s,62.9663850,-37d56m23.03s,-37.9397300,123.7390000,10.9390000,9.1900000,10.7498000,2021-01-21,2021-02,2021-01-28
TOI-4515 b,TOI-4515,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,15.26644600,0.118000,12.170,1.086,637.00000,2.00500,Mass,0.461000,,705,0,G8/G9,5433.00,0.86,0.95,0.050,[Fe/H],4.48,01h24m44.68s,21.1861778,+21d30m47.03s,21.5130638,193.4990000,11.9380000,10.1340000,11.8121000,2024-03-10,2024-02,2024-03-10
TOI-4551 b,TOI-4551,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,9.95581000,0.099400,11.859,1.058,473.56433,1.49000,Mass,0.101000,,,0,,4896.00,3.55,1.31,0.230,[Fe/H],3.48,12h19m54.90s,184.9787579,-25d49m40.27s,-25.8278531,215.9860000,9.9730000,7.5240000,9.6410000,2023-11-29,2023-11,2023-11-29
